,2 MAANTHUI Number of houses 1 – 10,3 MGEMOMV Avg size household 1 – 6,4 MGEMLEEF Avg age see L1,10 MRELGE Married,11 MRELSA Living together,12 MRELOV Other relation,13 MFALLEEN Singles,14 MFGEKIND Household without children,15 MFWEKIND Household with children,16 MOPLHOOG High level education,17 MOPLMIDD Medium level education,18 MOPLLAAG Lower level education,30 MHHUUR Rented house,31 MHKOOP Home owners,32 MAUT1 1 car,33 MAUT2 2 cars,34 MAUT0 No car,35 MZFONDS National Health Service,36 MZPART Private health insurance,37 MINKM30 Income < 30.000,38 MINK3045 Income 30-45.000,39 MINK4575 Income 45-75.000,40 MINK7512 Income 75-122.000,41 MINK123M Income >123.000,42 MINKGEM Average income,43 MKOOPKLA Purchasing power class,76 ALEVEN Number of life insurances
3146,1,3,2,9,0,0,0,4,5,2,4,4,9,0,7,0,2,6,3,2,5,3,0,0,3,4,0
3147,1,3,4,7,0,2,4,0,5,4,0,5,9,0,7,0,2,6,3,6,0,3,0,0,3,6,0
3148,1,3,3,7,0,2,2,3,5,0,2,7,3,6,5,2,3,7,2,5,4,0,0,0,2,3,0
3149,1,4,4,6,0,3,2,2,5,0,0,9,3,6,6,1,2,6,3,0,9,0,0,0,4,5,0
3150,1,2,2,8,0,1,4,1,5,1,1,7,9,0,7,0,2,9,0,7,2,0,0,0,2,4,0
3151,1,1,5,7,1,2,8,1,1,0,3,6,1,8,6,2,1,5,4,4,1,1,4,0,6,6,0
3152,1,2,3,6,2,3,3,4,3,1,4,5,5,4,6,1,3,7,2,3,4,3,1,0,3,3,0
3153,1,3,3,8,1,1,1,4,5,0,6,3,0,9,7,2,1,2,7,0,6,3,1,0,4,5,0
3154,1,2,4,9,0,0,0,6,3,0,5,4,3,6,7,0,2,6,3,2,4,4,0,0,4,3,0
3155,1,5,2,9,0,0,0,1,8,1,5,4,0,9,5,4,0,7,2,0,7,2,0,0,4,6,0
3156,1,3,3,7,1,2,0,6,3,0,6,3,3,6,6,2,1,5,4,0,9,0,0,0,3,6,0
3157,1,3,2,8,1,1,1,4,4,1,6,3,1,8,8,0,1,7,2,2,5,3,0,0,4,6,0
3158,1,3,3,9,0,0,1,4,4,0,5,4,1,8,7,2,0,7,2,1,5,2,0,1,4,4,0
3159,1,3,2,9,0,0,0,2,7,1,1,8,3,6,6,1,2,7,2,3,5,2,1,0,3,3,0
3160,1,3,3,5,2,3,1,3,5,1,1,8,1,8,5,2,3,6,3,1,7,1,1,1,3,3,0
3161,1,2,3,5,2,2,2,5,2,2,4,4,6,3,7,0,2,6,3,5,0,0,4,0,5,3,0
3162,1,2,4,5,0,4,3,2,4,3,2,4,6,3,3,4,3,3,6,5,2,0,0,3,5,1,0
3163,1,3,3,9,0,0,0,4,5,5,3,2,0,9,7,2,0,2,7,0,2,3,3,2,7,8,0
3164,1,3,2,3,2,4,3,2,5,0,1,8,8,1,4,0,5,8,1,8,1,0,0,0,2,2,0
3165,1,2,2,5,2,2,1,5,3,1,5,3,1,8,6,2,1,4,5,2,3,4,1,0,4,4,1
3166,1,3,2,8,0,1,1,1,7,2,3,5,9,0,7,0,2,9,0,4,5,0,0,0,3,4,0
3167,1,3,3,7,2,0,0,2,7,2,5,3,8,1,9,0,0,5,4,2,4,3,2,0,5,4,0
3168,1,4,3,6,1,2,0,2,7,8,1,1,0,9,7,2,1,5,4,0,1,4,5,1,7,8,0
3169,1,3,2,6,1,3,2,2,5,2,2,6,8,1,6,2,2,9,0,5,3,1,0,0,3,2,1
3170,1,2,4,7,0,2,0,7,2,0,4,5,1,8,7,2,0,7,2,0,6,3,0,0,4,3,0
3171,1,2,3,3,3,4,4,3,3,2,5,2,8,1,6,0,3,8,1,4,2,3,0,1,5,3,1
3172,1,1,2,1,2,6,6,2,1,4,4,2,9,0,5,1,3,5,4,4,2,3,0,0,3,3,0
3173,1,3,3,7,1,2,2,3,5,2,4,4,3,6,6,2,1,5,4,3,2,3,2,1,4,3,0
3174,1,3,2,9,0,0,0,2,7,3,3,4,9,0,9,0,0,6,3,0,6,2,2,0,4,7,0
3175,1,2,4,6,1,3,2,4,3,1,3,6,4,5,4,0,5,7,2,5,2,2,1,1,3,4,0
3176,1,4,2,7,1,2,2,4,4,5,4,0,4,5,6,2,1,5,4,0,0,9,0,0,6,6,0
3177,1,3,2,5,2,3,1,3,6,1,3,6,8,1,5,1,4,8,1,3,5,2,1,0,3,1,0
3178,1,4,2,7,1,1,1,2,6,3,4,2,2,7,9,0,0,5,4,2,3,5,0,0,4,6,0
3179,1,1,2,2,2,7,7,1,2,3,6,1,6,3,6,1,3,5,4,4,3,2,1,1,3,2,0
3180,1,1,3,0,6,3,7,2,1,0,5,4,9,0,5,3,3,9,0,5,2,3,0,0,3,3,0
3181,1,4,3,6,1,3,2,2,6,3,4,3,8,1,7,1,2,8,1,2,6,2,0,0,3,4,0
3182,1,4,2,6,1,3,0,3,6,0,2,7,2,7,6,1,2,6,3,0,0,9,0,0,5,4,0
3183,1,2,2,2,2,6,3,3,3,3,4,3,9,0,3,0,6,8,1,7,1,1,0,0,2,2,0
3184,1,3,3,7,2,1,0,3,6,2,5,2,1,8,6,0,3,4,5,1,1,6,2,1,6,7,0
3185,1,2,5,9,0,0,0,7,2,6,3,0,0,9,9,0,0,0,9,2,3,3,2,1,5,6,0
3186,1,4,3,8,1,1,0,3,6,3,4,2,1,8,8,0,1,4,5,1,4,4,1,1,4,7,0
3187,2,3,3,7,1,2,2,3,5,3,4,3,1,8,8,0,1,6,3,0,5,4,0,0,4,7,1
3188,1,2,2,5,1,4,3,4,3,0,6,3,3,6,5,1,3,8,1,3,5,2,0,0,3,3,0
3189,1,3,2,7,1,1,1,3,5,3,5,2,3,6,7,1,2,5,4,2,3,4,2,1,5,6,0
3190,1,3,3,7,0,2,0,2,7,0,4,5,9,0,5,0,4,9,0,4,5,0,0,0,3,6,0
3191,1,2,3,5,1,3,2,4,3,0,3,6,8,1,6,1,3,6,3,4,4,1,0,0,3,2,0
3192,1,3,3,7,1,1,1,4,5,2,5,3,5,4,7,1,1,5,4,2,2,5,1,0,4,7,0
3193,1,2,2,4,2,4,4,2,3,5,4,0,7,2,5,0,4,5,4,4,2,2,2,0,4,6,0
3194,1,3,2,5,0,4,4,1,5,2,3,4,1,8,9,0,0,6,3,0,2,7,0,0,5,7,0
3195,1,3,3,7,1,1,1,4,4,1,3,6,2,7,4,4,2,7,2,3,3,3,0,1,4,3,0
3196,1,4,3,9,0,0,0,5,4,0,1,8,4,5,9,0,0,4,5,1,4,4,1,0,4,1,0
3197,1,2,3,7,1,1,5,1,4,5,4,0,9,0,8,1,1,4,5,0,5,4,0,0,5,4,0
3198,1,3,3,6,1,2,2,3,5,1,3,6,7,2,5,1,3,7,2,3,5,2,1,0,3,1,0
3199,1,3,3,7,0,2,2,3,5,0,2,7,3,6,5,2,3,7,2,5,4,0,0,0,2,3,0
3200,1,3,3,7,1,2,0,0,9,0,9,0,5,4,7,1,1,8,1,1,6,2,1,0,4,8,0
3201,1,2,4,5,1,4,3,4,3,2,4,4,4,5,6,1,3,6,3,4,2,3,1,0,3,6,0
3202,1,3,2,3,2,4,3,2,5,0,1,8,8,1,4,0,5,8,1,8,1,0,0,0,2,2,0
3203,1,3,3,7,1,1,1,4,5,2,5,3,5,4,7,1,1,5,4,2,2,5,1,0,4,7,0
3204,1,2,4,3,0,6,5,2,2,1,2,7,2,7,5,1,4,7,2,1,4,5,0,0,4,5,0
3205,1,3,3,7,1,2,0,5,4,0,8,1,5,4,6,2,1,5,4,0,9,0,0,0,3,8,0
3206,1,3,3,9,0,0,0,4,5,3,4,3,3,6,5,4,0,3,6,0,5,2,3,0,5,3,0
3207,1,3,3,6,2,2,0,3,6,0,6,3,4,5,5,2,3,6,3,5,4,0,0,0,3,5,2
3208,1,2,3,6,2,3,3,4,3,1,4,5,5,4,6,1,3,7,2,3,4,3,1,0,3,4,0
3209,1,3,3,7,1,2,1,2,6,1,4,5,3,6,6,2,2,6,3,2,4,3,1,1,4,3,0
3210,1,2,4,6,0,3,3,3,4,2,4,4,0,9,6,3,0,4,5,0,4,4,1,1,5,5,0
3211,1,3,3,7,1,2,1,4,4,0,2,7,4,5,6,3,1,7,2,2,5,1,2,0,4,4,0
3212,1,3,3,7,1,2,0,5,4,0,8,1,5,4,6,2,1,5,4,0,9,0,0,0,3,8,0
3213,1,3,3,6,2,1,1,4,4,1,3,6,5,4,6,1,2,6,3,2,4,3,1,1,4,5,0
3214,1,2,3,9,0,0,3,4,3,3,4,3,2,7,7,0,2,7,2,1,3,4,3,0,7,3,0
3215,1,5,2,6,1,3,0,1,8,0,1,8,1,8,6,1,2,6,3,0,0,9,0,0,5,8,0
3216,1,3,3,8,1,1,1,5,3,0,3,6,3,6,6,2,2,6,3,2,7,1,1,0,3,4,0
3217,1,4,2,6,1,2,0,1,8,1,1,8,8,1,6,1,2,8,1,4,4,2,0,1,3,3,0
3218,1,4,2,8,1,0,0,2,7,3,5,2,0,9,7,1,2,5,4,1,4,4,1,0,4,7,0
3219,1,3,3,7,0,2,2,4,3,0,7,2,9,0,9,0,0,9,0,4,5,0,0,0,3,4,0
3220,1,4,2,7,0,2,1,2,7,2,5,3,9,0,4,3,2,6,3,4,3,2,1,0,3,4,0
3221,1,2,3,6,1,2,2,3,4,3,1,6,2,7,7,0,2,8,1,2,5,2,0,0,3,1,0
3222,1,2,3,4,2,4,4,2,3,1,3,6,7,2,6,0,3,8,1,5,4,1,0,0,2,2,0
3223,1,3,3,8,0,1,0,4,5,4,3,3,2,7,7,2,0,2,7,0,5,4,0,0,4,6,0
3224,1,2,3,8,1,0,0,7,2,4,3,3,0,9,9,0,0,4,5,3,3,4,0,0,4,6,1
3225,2,3,2,7,1,1,0,4,5,1,6,3,5,4,8,1,1,4,5,0,4,5,1,0,4,4,0
3226,1,2,3,3,2,5,4,3,3,2,4,4,8,1,4,1,5,8,1,5,4,1,0,0,3,4,0
3227,1,4,3,7,1,2,0,0,9,0,0,9,9,0,6,2,2,7,2,0,4,5,0,0,4,3,0
3228,1,3,2,9,0,0,0,3,6,1,7,2,5,4,6,1,3,5,4,2,6,2,0,0,3,7,0
3229,2,2,3,5,1,4,4,1,5,0,2,7,8,1,5,1,4,8,1,5,3,2,0,0,3,3,0
3230,1,3,3,9,0,0,0,1,8,5,4,0,0,9,3,6,0,2,7,0,1,4,2,2,7,8,0
3231,2,3,3,7,0,2,2,1,6,0,2,7,4,5,5,2,3,8,1,3,4,2,0,0,3,3,0
3232,1,3,3,7,1,2,0,5,4,3,5,1,2,7,7,0,2,5,4,1,2,5,2,1,6,7,0
3233,1,3,2,5,2,2,2,3,4,1,6,2,5,4,8,1,1,5,4,2,1,6,1,0,5,8,0
3234,1,2,4,6,1,3,3,4,3,2,5,3,7,2,5,1,3,6,3,5,2,2,1,0,3,4,3
3235,1,2,4,6,0,3,4,2,4,3,3,3,1,8,3,0,6,7,2,4,3,2,2,0,4,6,2
3236,1,4,3,6,0,3,1,2,6,2,6,1,0,9,6,3,2,5,4,1,4,4,1,0,5,7,0
3237,1,3,3,4,0,5,3,2,5,1,3,6,2,7,5,1,3,7,2,3,3,3,0,0,3,3,0
3238,1,3,3,7,1,2,1,4,4,2,3,4,3,6,7,2,1,5,4,3,2,3,2,0,4,5,0
3239,1,3,3,9,0,0,1,4,4,2,3,5,2,7,4,4,2,4,5,1,4,2,2,1,5,5,0
3240,1,3,4,7,0,2,4,0,5,4,0,5,9,0,7,0,2,6,3,6,0,3,0,0,3,6,0
3241,1,3,3,7,0,2,2,4,3,0,7,2,9,0,9,0,0,9,0,4,5,0,0,0,3,4,0
3242,1,2,4,4,2,4,4,4,1,2,3,5,7,2,5,0,4,7,2,6,2,2,1,0,2,5,0
3243,1,4,2,8,0,1,1,3,6,3,5,2,0,9,7,2,0,5,4,0,8,1,0,0,3,7,0
3244,1,2,3,9,0,0,3,4,3,3,4,3,2,7,7,0,2,7,2,1,3,4,3,0,7,3,0
3245,2,3,3,6,1,3,1,0,8,1,3,6,2,7,5,2,2,5,4,1,4,2,3,1,5,5,0
3246,1,4,2,7,1,2,2,4,4,5,4,0,4,5,6,2,1,5,4,0,0,9,0,0,6,6,0
3247,2,2,4,7,0,2,2,5,3,0,1,8,9,0,8,0,1,7,2,5,4,0,0,0,2,1,0
3248,2,2,4,6,1,3,3,4,3,3,3,4,3,6,6,1,3,7,2,3,2,4,1,0,3,6,0
3249,1,4,3,8,1,0,0,3,6,0,0,9,7,2,7,0,2,7,2,2,4,4,0,0,4,3,0
3250,1,3,3,8,1,0,0,4,5,2,4,4,0,9,4,5,0,1,8,0,5,3,2,0,5,3,2
3251,1,2,4,4,2,4,4,4,1,2,3,5,7,2,5,0,4,7,2,6,2,2,1,0,2,5,0
3252,2,2,4,6,1,3,4,3,3,0,1,8,7,2,5,1,3,8,1,5,2,3,0,0,3,2,0
3253,1,4,2,7,1,2,1,1,8,0,1,8,8,1,6,1,2,9,0,2,6,2,0,0,3,5,0
3254,1,4,3,7,1,2,0,3,6,3,5,1,1,8,7,0,2,5,4,1,3,5,1,1,5,7,1
3255,1,2,4,7,0,2,2,5,2,3,4,2,6,3,6,3,0,2,7,3,4,3,0,0,4,6,0
3256,1,3,2,6,1,2,1,3,6,2,5,3,7,2,5,2,3,7,2,2,3,4,0,0,4,4,0
3257,1,3,3,7,0,2,1,5,4,2,4,3,2,7,8,1,0,5,4,2,4,4,1,0,4,4,1
3258,1,3,3,7,0,2,1,4,5,1,2,6,2,7,7,1,2,7,2,1,4,4,1,0,4,5,0
3259,1,2,3,5,1,3,2,3,4,2,3,5,4,5,6,2,2,6,3,3,4,2,1,0,4,4,0
3260,1,2,4,5,0,4,4,4,2,2,4,4,7,2,6,1,2,6,3,0,2,4,3,0,6,4,0
3261,4,2,5,5,0,4,4,4,2,3,3,3,3,6,5,0,4,2,7,3,2,4,0,0,3,1,0
3262,1,2,3,3,2,4,3,2,5,3,4,4,7,2,5,2,2,5,4,2,4,4,0,0,4,3,0
3263,1,2,4,7,1,2,0,9,0,0,0,9,5,5,6,2,1,5,4,5,5,0,0,0,3,6,0
3264,1,2,4,4,1,4,4,2,4,1,4,4,9,0,5,0,4,5,4,3,4,4,0,0,4,4,0
3265,4,2,5,5,0,4,4,4,2,3,3,3,3,6,5,0,4,2,7,3,2,4,0,0,3,1,0
3266,2,2,2,4,2,4,4,4,2,2,4,3,7,2,6,1,3,8,1,4,3,3,0,0,3,3,0
3267,1,2,3,7,1,2,3,3,4,1,5,4,4,5,7,1,1,5,4,2,6,2,1,0,3,3,0
3268,1,3,2,6,2,1,1,4,5,3,5,2,2,7,6,1,2,4,5,1,1,8,1,0,5,6,0
3269,1,3,2,5,2,2,2,2,5,0,2,7,2,7,9,0,0,7,2,0,9,0,0,0,3,4,0
3270,1,2,3,6,1,2,2,3,4,3,1,6,2,7,7,0,2,8,1,2,5,2,0,0,3,5,0
3271,1,3,3,6,0,3,2,3,5,1,2,6,2,7,7,0,2,7,2,0,4,5,0,0,4,3,0
3272,1,2,2,2,2,5,5,3,1,1,4,4,7,2,6,0,3,7,2,4,3,2,1,0,3,5,0
3273,1,3,3,7,0,2,0,2,7,4,2,4,1,8,7,2,0,5,4,2,3,2,3,0,5,5,0
3274,1,4,2,8,1,0,0,2,7,3,5,2,0,9,7,1,2,5,4,1,4,4,1,0,4,7,0
3275,1,2,3,4,3,3,3,2,5,0,3,6,9,0,5,0,4,8,1,6,3,0,0,0,2,1,0
3276,1,3,2,8,0,1,1,2,7,2,3,5,9,0,7,0,2,9,0,3,6,0,0,0,3,4,0
3277,2,3,3,7,0,2,0,2,7,0,2,7,0,9,7,0,2,9,0,3,6,0,0,0,3,3,0
3278,1,3,3,8,0,1,1,1,7,1,5,4,5,4,6,2,1,2,7,2,3,3,2,1,5,3,0
3279,1,2,3,3,2,5,5,3,2,2,5,3,8,1,5,0,4,8,1,6,2,1,0,1,3,4,0
3280,1,4,2,6,0,3,2,0,7,0,6,3,4,5,9,0,0,7,2,0,7,0,2,0,4,4,0
3281,1,3,3,7,0,2,2,4,4,1,4,5,6,3,5,2,3,7,2,3,3,3,1,0,4,3,0
3282,1,3,2,6,0,3,2,0,7,0,4,5,2,7,2,5,3,6,3,2,3,4,0,0,4,6,0
3283,1,3,3,6,1,3,1,4,5,1,3,5,2,7,4,0,5,7,2,2,2,2,4,1,6,2,0
3284,1,2,4,4,1,4,5,4,1,3,2,4,9,0,5,0,4,5,4,3,4,3,0,0,4,6,0
3285,1,1,2,2,2,5,5,3,1,1,4,4,7,2,6,0,3,7,2,4,3,2,1,0,3,3,0
3286,1,3,3,7,1,2,1,4,4,0,2,7,4,5,6,3,1,7,2,2,5,1,2,0,4,3,0
3287,1,2,4,7,0,2,5,3,2,0,2,7,3,6,6,2,1,4,5,6,2,0,2,0,3,5,0
3288,2,3,2,9,0,0,0,4,5,2,5,2,7,2,7,2,0,6,3,4,5,0,0,0,3,4,0
3289,1,2,3,4,0,5,4,0,5,0,4,5,6,3,4,0,5,6,3,3,4,2,2,0,3,2,0
3290,1,2,4,6,0,3,4,3,3,1,3,5,5,4,6,0,3,6,3,3,3,2,1,0,3,1,0
3291,1,2,4,5,1,3,2,5,3,2,2,6,2,7,7,1,2,5,4,2,4,3,1,0,4,3,0
3292,1,2,3,7,2,0,0,5,4,0,3,6,0,9,4,4,2,6,3,2,5,3,0,0,3,2,0
3293,1,3,3,7,2,0,0,4,5,1,6,2,8,1,9,0,0,6,3,2,2,4,1,0,4,8,0
3294,1,4,3,7,1,2,0,2,7,2,0,7,6,3,6,2,1,5,4,7,2,0,0,0,2,1,0
3295,1,2,2,5,0,4,4,2,4,2,4,4,8,1,4,1,5,8,1,6,3,1,1,1,2,4,0
3296,1,2,4,7,0,2,0,5,4,0,3,6,1,8,5,2,2,7,2,0,8,1,1,0,3,3,0
3297,1,2,4,5,0,4,3,4,3,2,5,3,4,5,7,0,2,7,2,0,4,5,0,0,5,6,0
3298,1,2,4,7,0,2,0,7,2,0,2,7,3,6,8,1,0,7,2,0,5,4,0,0,4,3,0
3299,1,4,3,9,0,0,0,0,9,0,2,7,7,2,7,2,0,9,0,0,7,2,0,0,4,5,0
3300,1,2,3,7,2,0,0,5,4,0,3,6,0,9,4,4,2,6,3,2,5,3,0,0,3,3,0
3301,1,2,4,5,1,4,4,2,4,1,3,6,2,7,5,1,4,6,3,3,4,2,1,0,3,1,0
3302,1,3,3,6,1,2,1,2,7,0,3,6,9,0,7,0,2,7,2,6,3,1,0,0,2,4,0
3303,1,3,3,7,1,2,1,3,6,1,7,1,7,2,7,2,1,6,3,1,5,4,1,0,4,6,0
3304,1,3,2,6,1,2,2,2,6,1,3,6,8,1,6,2,2,9,0,6,2,1,0,0,2,4,0
3305,1,3,3,7,1,2,1,3,5,0,3,6,8,1,6,1,2,9,0,1,5,3,0,0,3,4,0
3306,1,2,5,0,0,9,7,0,2,0,0,9,7,2,7,1,2,7,2,7,2,0,0,0,1,5,0
3307,1,2,4,6,0,3,3,4,3,0,1,8,9,0,8,0,1,9,0,7,1,1,0,0,2,1,0
3308,1,3,3,9,0,0,0,5,4,3,4,3,2,7,5,4,0,5,4,0,2,3,2,3,8,6,0
3309,1,2,4,7,0,2,2,6,2,3,5,1,6,3,7,2,0,3,6,2,4,4,1,0,5,7,0
3310,1,3,2,8,1,0,0,2,7,0,3,6,3,6,6,3,0,9,0,2,5,2,2,0,4,3,0
3311,1,3,3,7,1,1,1,4,4,1,2,7,2,7,4,4,2,7,2,3,3,3,0,1,4,3,0
3312,1,3,3,7,2,1,0,3,6,2,5,2,1,8,6,0,3,4,5,1,1,6,2,1,6,7,0
3313,1,4,3,8,1,1,1,2,7,0,2,7,1,8,7,1,1,8,1,2,3,2,4,0,5,4,0
3314,2,2,2,5,1,3,2,2,5,0,2,7,6,3,5,2,3,8,1,8,1,1,0,0,2,5,0
3315,1,3,3,6,2,2,2,4,4,1,3,6,5,4,6,2,2,8,1,4,4,2,1,1,3,3,0
3316,1,2,3,4,1,5,5,1,4,0,4,5,5,4,6,0,3,7,2,6,3,0,0,0,2,2,0
3317,1,3,3,7,0,2,0,3,6,0,3,6,2,7,7,2,0,7,2,4,3,3,0,0,3,5,0
3318,1,3,2,7,0,2,0,1,8,0,3,6,9,0,7,2,0,9,0,2,6,1,0,0,3,5,0
3319,1,2,2,5,1,4,3,4,3,0,6,3,3,6,5,1,3,8,1,3,5,2,0,0,3,3,0
3320,1,3,3,6,1,2,2,4,4,2,2,6,6,3,6,1,3,7,2,3,4,2,1,0,3,3,0
3321,1,5,3,9,0,0,0,0,9,0,9,0,0,9,7,2,0,7,2,4,2,3,0,0,3,4,0
3322,1,4,3,8,1,0,0,1,8,6,3,1,0,9,7,1,1,1,8,0,0,3,6,1,8,8,0
3323,1,4,3,7,1,2,0,2,7,2,0,7,6,3,6,2,1,5,4,7,2,0,0,0,2,2,0
3324,1,3,3,6,1,2,2,3,4,1,3,5,2,7,5,2,3,5,4,2,4,3,1,1,4,1,1
3325,1,3,3,9,0,0,2,3,4,0,5,4,1,8,7,2,0,7,2,2,4,3,0,1,4,6,0
3326,2,2,3,5,1,3,4,2,4,2,4,4,2,7,6,0,3,5,4,3,2,4,0,1,4,4,0
3327,1,3,3,8,0,1,1,2,6,4,3,2,2,7,6,3,1,4,5,1,1,5,3,0,6,7,0
3328,1,3,3,5,1,3,0,4,5,0,2,7,9,0,6,1,3,6,3,4,3,2,0,0,3,2,0
3329,1,3,3,7,2,1,0,5,4,2,3,4,3,6,5,4,1,6,4,1,5,2,0,2,6,3,0
3330,1,2,3,5,2,3,2,4,3,1,3,5,6,3,7,1,2,7,2,3,4,3,1,0,3,5,0
3331,1,4,2,7,1,2,2,4,4,5,4,0,4,5,6,2,1,5,4,0,0,9,0,0,6,4,0
3332,1,2,3,5,2,2,2,4,4,1,5,4,8,1,6,2,2,8,1,2,5,2,1,1,4,4,0
3333,1,3,3,9,0,0,0,4,5,1,0,8,6,3,5,0,4,7,2,3,5,1,1,0,3,2,2
3334,1,3,3,9,0,0,2,5,4,4,3,2,0,9,5,4,0,0,9,0,0,8,1,0,5,8,0
3335,1,3,3,9,0,0,2,2,5,0,4,5,9,0,5,0,4,6,3,5,4,0,0,0,2,3,0
3336,1,4,3,7,1,1,0,3,6,5,3,3,3,6,8,1,1,4,5,0,1,5,4,0,7,7,0
3337,1,4,2,9,0,0,0,0,9,0,4,5,7,2,4,5,0,7,2,4,2,2,2,0,4,6,0
3338,1,4,2,5,0,4,0,0,9,0,0,9,9,0,3,2,4,7,2,9,0,0,0,0,1,1,0
3339,1,2,3,7,0,2,2,3,5,2,2,6,4,5,5,3,2,5,4,3,3,2,2,0,4,2,0
3340,1,2,5,5,1,3,3,5,1,1,5,3,5,4,7,1,1,5,4,3,3,3,1,0,3,6,0
3341,1,3,3,6,1,2,1,2,6,1,2,7,8,1,7,1,2,8,1,3,5,2,1,1,3,2,0
3342,1,3,3,7,0,2,2,3,5,1,4,5,4,5,6,1,2,8,1,3,5,1,0,1,4,6,0
3343,1,2,4,3,0,6,4,2,3,0,0,9,7,2,2,2,6,9,0,5,4,0,0,0,2,1,0
3344,1,1,3,1,1,8,7,2,1,2,2,6,9,0,5,0,4,7,2,5,4,0,0,0,2,2,0
3345,1,1,2,2,2,6,6,3,1,2,4,4,8,1,6,0,3,8,1,2,6,2,1,0,3,3,0
3346,1,2,2,7,1,2,3,4,3,1,1,8,3,6,7,1,1,8,1,0,7,2,0,0,4,4,0
3347,1,2,4,7,1,2,2,4,4,5,3,2,0,9,3,5,2,2,7,0,2,5,2,1,6,7,0
3348,1,2,4,7,0,2,3,2,5,1,6,3,3,6,6,2,2,5,4,5,2,2,2,1,4,6,0
3349,1,3,3,7,1,2,1,4,4,0,2,7,4,5,6,3,1,7,2,2,5,1,2,0,4,4,0
3350,1,3,3,9,0,0,0,1,8,0,4,5,9,0,5,3,2,7,2,0,3,3,4,0,7,3,0
3351,1,3,2,7,2,0,0,4,5,0,2,7,2,7,5,4,0,9,0,0,5,4,0,0,4,3,0
3352,1,2,3,6,1,3,3,2,5,0,2,7,6,3,5,1,3,8,1,5,2,3,0,0,3,1,0
3353,1,2,3,5,0,4,4,3,3,0,3,6,0,9,3,2,4,7,2,6,3,0,0,0,2,4,0
3354,2,3,3,7,0,2,2,2,6,0,2,7,2,7,4,4,2,8,1,5,2,3,0,0,3,3,0
3355,1,2,4,5,0,4,4,4,2,2,4,4,7,2,6,1,2,6,3,0,2,4,3,0,6,4,0
3356,2,2,4,6,0,3,4,3,3,1,3,5,5,4,6,0,3,6,3,3,3,2,1,0,3,1,0
3357,1,3,2,7,2,0,0,4,5,0,2,7,2,7,5,4,0,9,0,0,5,4,0,0,4,3,0
3358,1,3,3,4,0,5,3,2,5,1,3,6,2,7,5,1,3,7,2,3,3,3,0,0,3,3,0
3359,1,2,4,7,0,2,0,5,4,0,0,9,9,0,6,0,3,7,2,1,4,4,0,0,4,1,0
3360,1,4,3,8,0,1,1,1,8,2,2,5,1,8,8,1,0,6,3,3,5,2,0,0,3,3,0
3361,2,3,3,6,3,0,0,3,6,0,1,8,3,6,6,3,0,9,0,3,5,2,1,0,3,3,0
3362,1,3,3,6,2,1,1,4,4,0,4,5,1,8,6,1,3,7,2,1,3,6,0,0,4,7,0
3363,1,2,4,9,0,0,0,6,3,0,5,4,3,6,7,0,2,6,3,2,4,4,0,0,4,3,0
3364,1,4,3,7,0,2,2,2,6,0,3,6,2,7,9,0,0,9,0,5,0,4,0,0,4,3,0
3365,2,2,2,5,1,3,2,2,5,0,2,7,6,3,5,2,3,8,1,8,1,1,0,0,2,5,0
3366,1,4,2,9,0,0,0,0,8,3,0,6,0,9,5,2,2,5,4,6,0,0,3,0,4,7,1
3367,1,2,2,9,0,0,4,3,2,1,6,3,8,1,7,0,2,7,2,1,4,3,3,0,6,2,0
3368,1,3,3,8,0,1,1,1,7,1,5,4,5,4,6,2,1,2,7,2,3,3,2,1,5,3,0
3369,2,3,3,7,1,2,2,3,5,3,4,3,1,8,8,0,1,6,3,0,5,4,0,0,4,7,0
3370,1,4,3,7,1,2,0,2,7,2,5,2,1,8,7,0,2,5,4,1,2,6,1,1,5,7,0
3371,1,2,4,4,2,4,4,4,2,2,4,4,6,3,7,1,2,6,3,3,3,4,1,0,4,6,0
3372,1,2,4,5,1,3,2,5,3,2,3,4,3,6,7,1,2,5,4,3,3,3,1,0,4,6,0
3373,1,3,3,7,0,2,2,4,3,0,7,2,9,0,9,0,0,9,0,4,5,0,0,0,3,4,0
3374,2,3,3,7,0,2,1,3,6,1,2,7,1,8,8,0,1,8,1,0,2,7,0,0,4,3,2
3375,1,2,5,4,1,5,5,3,2,1,2,7,8,1,3,1,5,8,1,5,3,1,0,0,2,2,0
3376,1,2,3,4,1,5,4,2,3,1,3,5,5,4,5,1,3,8,1,5,3,2,0,0,3,2,0
3377,1,3,3,7,0,2,0,3,6,7,1,2,2,7,8,1,0,4,5,1,1,5,4,0,6,8,0
3378,1,2,4,9,0,0,0,7,2,0,0,9,9,0,5,0,4,9,0,4,4,2,0,0,3,1,0
3379,1,3,3,6,0,3,3,1,6,0,6,3,0,9,3,3,3,2,7,1,5,4,0,0,4,4,0
3380,1,2,3,7,1,2,3,5,2,0,5,4,2,7,6,2,1,5,4,3,2,0,4,0,6,6,0
3381,1,3,2,7,2,0,0,6,3,2,7,0,0,9,7,2,0,7,2,0,6,3,0,0,4,3,0
3382,1,2,3,7,1,2,3,3,4,1,5,4,4,5,7,1,1,5,4,2,6,2,1,0,3,3,0
3383,1,4,2,5,0,4,1,1,8,2,2,6,1,8,8,1,1,8,1,3,3,3,0,0,3,3,0
